Item_Code,Item_scan_code,Item_Desc,WH_Qty,Min_Qty,Max_Qty,Sale_Qty,Sale_Value
165851042,6292484917491,Aadi Polyresin Floor,61,0,0,2,0.0
166385515,6292487058887,Aadi Polyresin Floor,119,2,2,2,0.0
166385516,6292487058870,Aadi Polyresin Table,140,0,0,3,0.0
165850042,6292484914575,Aalia Glass Table La,107,0,0,3,0.0
166406976,6292487146423,Abbott Ceramic Table,0,0,0,3,0.0
165855189,6292484941281,Accorsa Rattan Penda,176,2,2,2,0.0
165770707,6292484528741,Adal Marble Table La,140,2,3,3,0.0
168112173,6292493449587,Adalynn Polyresin Ta,0,0,0,3,0.0
167385390,6292490845535,Adarna Ceramic Table,0,0,0,3,0.0
167180714,6292489922766,Addison Glass Table ,1,0,0,3,0.0
165086132,6292481610227,Adelheid Metal Table,0,0,0,3,0.0
168112170,6292493449358,Adhara Acrylic Table,60,0,0,3,0.0
167328660,6292490566591,Adira 3 Lights Glass,50,2,2,2,0.0
167328662,6292490566577,Adira 3 Lights Glass,0,2,2,2,0.0
167328661,6292490566560,Adira Glass Pendant ,8,2,2,2,0.0
167328659,6292490566584,Adira Glass Pendant ,20,2,2,2,0.1
168514873,6292495113868,Adiri 8 Lights Glass,12,1,1,2,0.0
168575340,6292495308875,Adrea Ceramic Table ,0,2,2,3,0.0
164647597,6292479789874,Aegina Rattan Floor ,177,2,2,2,0.1
166090677,6292485809498,Aella Metal Wall Lam,0,0,0,2,0.0
165307776,6292482578106,Aero Metal Floor Lam,264,0,0,2,0.0
167385389,6292490845528,Agata Ceramic Table ,300,2,2,3,0.2
162633427,6292470894737,Agate Metal Floor La,547,2,2,2,0.1
162633429,6292470894744,Agate Metal Table La,525,2,3,6,0.1
165836319,6292484844070,Agnes Metal 9 LED Li,0,0,0,2,0.0
165836321,6292484844087,Agnes Metal LED Wall,0,0,0,2,0.0
167823229,6292492599047,Agnethe Ceramic Tabl,0,0,0,3,0.0
165606097,6292483765208,Agoria Ceramic Table,1,0,0,3,0.0
168529708,6292495165072,Aguilera LED Acrylic,3,2,2,2,0.0
165864219,6292484985636,Aida Ceramic Table L,43,2,3,3,0.0
167015878,6292489354659,Aiden Metal Table La,1,0,0,3,0.0
167015877,6292489354642,Aiden Metal Table La,0,0,0,3,0.0
168112175,6292493449372,Ainara Wooden Table ,0,2,2,3,0.0
167194627,6292489972044,Aiza Metal LED Ceili,0,0,0,2,0.0
167194628,6292489972037,Aiza Metal LED Ceili,0,0,0,2,0.0
165864223,6292484985476,Ajax Wooden Table La,1053,0,0,3,0.0
167301253,6292490421746,Akirah Rattan Arc Fl,0,0,0,2,0.0
167392602,6292490888822,Albinka Metal Functi,0,0,0,2,0.0
165371467,6292482825651,Alcite Ceramic Table,0,0,0,3,0.0
166937178,6292488944370,Alden USB Operated -,0,2,3,3,0.0
167392601,6292490888792,Aldona Metal Functio,168,0,0,2,0.0
167385369,6292490845238,Alessia 3 Lights Gla,0,0,0,2,0.0
167385368,6292490845207,Alessia 3 Lights Gla,0,0,0,2,0.0
167385363,6292490845221,Alessia Glass Pendan,0,0,0,2,0.0
167385362,6292490845191,Alessia Glass Pendan,0,0,0,2,0.0
167385365,6292490845214,Alessia Glass Table ,0,0,0,3,0.0
167385364,6292490845184,Alessia Glass Table ,0,0,0,3,0.0
162645650,6292470961743,Alexandra Arc Metal ,2319,5,6,5,0.2
167758220,6292492380294,Alicante Ceramic Flo,0,0,0,2,0.0
164569556,6292479516098,Alice 6 Lights Cryst,57,0,0,2,0.0
164569555,6292479516081,Alice 6 Lights Cryst,0,0,0,3,0.0
168529676,6292495164969,Alicudi LED Metal Fl,0,2,2,2,0.0
168529702,6292495164976,Alicudi LED Metal Ta,0,2,2,3,0.0
166406965,6292487146379,Alitar Metal Table L,0,0,0,3,0.0
168535209,6292495181126,Allie Natural Pendan,28,2,2,2,0.0
168529694,6292495165317,Alodia 5 Lights LED ,0,2,2,2,0.0
168529695,6292495165324,Alodia 8 Lights LED ,-1,2,2,2,0.0
168529692,6292495165300,Alodia LED Crystal P,-6,2,2,2,0.0
168529697,6292495165287,Aloisia 3 Lights LED,0,2,2,2,0.0
168529698,6292495165294,Aloisia 5 Lights LED,0,2,2,2,0.0
168529696,6292495165270,Aloisia LED Crystal ,0,2,2,2,0.0
166984266,6292489201373,Alora 3 Lights Woode,0,0,0,2,0.0
167808762,6292492540605,Alvina Ceramic Table,109,2,2,3,0.1
167914907,6292492936132,Alwin USB Operated L,0,2,2,3,0.0
167385367,6292490845276,Amara 3 Lights Glass,1,0,0,2,0.0
167743448,6292492334501,Ambient Glass Pendan,0,0,0,2,0.0
167743447,6292492334495,Ambient Glass Pendan,0,0,0,2,0.0
167180701,6292489922780,Amelie Metal Floor L,102,0,0,2,0.0
167180699,6292489922773,Amelie Metal Table L,1,1,2,3,0.0
167180700,6292489922797,Amelie Metal Wall La,104,2,2,2,0.0
165851043,6292484917514,Amina Glass Floor La,142,0,0,2,0.0
167194622,6292489971795,Amir Plastic LED Cei,0,0,0,2,0.1
166385509,6292487059143,Amphion Ceramic Tabl,0,2,3,3,0.0
167478743,6292491279087,Amy Ceramic Table La,0,0,0,3,0.0
167743458,6292492334624,Andorra Metal Linear,0,0,0,2,0.0
167743457,6292492334617,Andorra Metal Pendan,0,0,0,2,0.0
166937176,6292488944431,Andrea USB Operated ,36,2,3,3,0.0
166937175,6292488944448,Andrea USB Operated ,0,0,0,3,0.0
167194638,6292489972006,Andres Metal LED Cei,0,0,0,2,0.0
165086824,6292481616236,Andro Resin Table La,180,0,0,3,0.0
168529683,6292495165232,Anselm Wooden Floor ,0,2,2,2,0.0
168529707,6292495165225,Anselm Wooden Table ,0,0,0,3,0.0
166388964,6292487085722,Anthony Glass Table ,220,2,2,3,0.0
168112143,6292493449723,Antoine Metal 2 LED ,19,0,0,2,0.0
167328656,6292490566706,Antoine Metal 3 LED ,40,0,0,2,0.0
167328708,6292490566737,Antoine Metal 3 LED ,64,0,0,2,0.0
168112144,6292493449730,Antoine Metal 3 LED ,0,0,0,2,0.0
168112142,6292493449716,Antoine Metal LED Pe,21,0,0,2,0.0
167912741,6292492931199,Antonella Ceramic Ta,0,0,0,3,0.0
167912740,6292492931182,Antonella Ceramic Ta,0,0,0,3,0.0
165784708,6292484590229,Anu USB operated Met,1130,2,2,6,0.0
165784709,6292484590236,Anu USB operated Met,519,2,2,3,0.1
164788807,6292480250578,Apollo Metal Table L,210,2,3,3,0.0
161885212,6292467021672,Arago Metal Floor La,0,0,0,2,0.0
161885226,6292467021665,Arago Metal Table La,0,0,0,3,0.0
163914784,6292476307675,Arago Metal Table La,0,0,0,3,0.0
163914778,6292476307736,Aralia Glass Table L,3,0,0,3,0.0
166074749,6292485744317,Aras Metal Table Lam,372,0,0,3,0.0
163438270,6292474394073,Archaic Metal 2 Ligh,0,0,0,3,0.0
163442821,6292474419271,Archaic Metal Arc Fl,0,0,0,2,0.0
167808752,6292492540414,Archer Wooden Tripod,0,0,0,3,0.0
167015881,6292489354543,Aria Metal Table Lam,0,0,0,3,0.0
167015880,6292489354536,Aria Metal Table Lam,0,0,0,3,0.0
168575362,6292495309131,Ariel Glass Table La,204,2,2,3,0.0
165770706,6292484528734,Arina Marble Table L,0,0,0,3,0.0
166081995,6292485767330,Arlo 2 Lights Glass ,0,0,0,2,0.0
168529711,6292495165201,Armin Wooden Wall La,35,0,0,2,0.0
168642330,6292495506790,Arno Acrylic LED Cei,73,0,0,2,0.0
168514908,6292495113653,Arwen Metal Table La,82,2,2,3,0.0
168514907,6292495113646,Arwen Metal Table La,64,2,2,3,0.0
166066178,6292485708548,Asel Lava Lamp 9.5x9,79,2,2,3,0.0
162833663,6292471742242,Ashley 1 Light Metal,202,2,2,2,0.0
162833652,6292471742259,Ashley 2 Lights Meta,0,0,0,2,0.0
162833653,6292471742266,Ashley 4 Lights Meta,-10,0,0,2,0.0
167758230,6292492380409,Ashlyn Ceramic Table,0,0,0,3,0.0
165864221,6292484985568,Aspasia Ceramic Tabl,546,2,3,3,0.0
168112179,6292493449747,Aspen USB Operated L,56,0,0,3,0.0
161966670,6292467470906,Asporina Metal Floor,73,2,2,2,0.0
161322637,6292463953465,Asterope Metal Tripo,1,0,0,2,0.0
168575359,6292495309117,Astrid Glass Table L,0,2,2,3,0.0
167176139,6292489900870,Asuni Ceramic Table ,209,2,2,3,0.0
165922475,6292485164283,Atalana Ceramic Tabl,0,2,3,3,0.1
166389026,6292487086026,Atalje Travertine Ta,140,2,3,3,0.0
164780358,6292480226818,Atlas Polyresin Tabl,0,0,0,3,0.0
167811524,6292492554701,Audrey Rattan Ceilin,3,0,0,2,0.0
167811526,6292492554718,Audrey Rattan Floor ,54,2,2,2,0.0
167847784,6292492750424,Audrey Rattan Table ,0,0,0,3,0.0
168408362,6292494690162,Audun Porcelain Tabl,127,2,2,3,0.0
167328657,6292490566683,Aurelie Metal LED Pe,18,2,2,2,0.0
167328709,6292490566713,Aurelie Metal LED Pe,0,2,2,2,0.0
168482242,6292494957784,Aurora Glass Table L,13,2,2,3,0.1
168514894,6292495113745,Austen Metal Floor L,0,2,2,2,0.0
168514919,6292495113738,Austen Metal Table L,25,2,2,3,0.0
168514926,6292495113547,Avalon Crystal Table,2,0,0,3,0.0
167792946,6292492473507,Averil Paper Rope LE,0,2,2,5,0.0
167792945,6292492473491,Averil Paper Rope LE,0,0,0,5,0.0
165213984,6292482188121,Aviator Metal Floor ,197,3,4,2,0.0
166984258,6292489201663,Avielle 6 Lights Gla,0,0,0,2,0.0
166984259,6292489201670,Avielle 8 Lights Gla,0,0,0,2,0.0
167186801,6292489951544,Axton Wooden LED Flo,0,0,0,2,0.0
168482268,6292494958026,Aza Ceramic Table La,126,0,0,3,0.0
167164634,6292489866732,Azufral Ceramic Tabl,49,0,0,3,0.0
166689600,6292488064443,Azul 4 Lights Glass ,0,0,0,2,0.0
166812651,6292488446942,Azul Glass Table Lam,383,0,0,3,0.0
168535218,6292495181119,Babette Natural Tabl,25,2,2,3,0.1
165838920,6292484859463,Baldwin Cement Floor,0,0,0,2,0.0
165838918,6292484859456,Baldwin Cement Table,155,2,3,3,0.0
165105616,6292481692506,Barbara Glass 10 LED,0,0,0,2,0.0
165576685,6292483636331,Barett Ceramic Table,0,0,0,0,0.0
167808765,6292492540636,Barley Ceramic Table,81,0,0,3,0.0
167808764,6292492540629,Barley Ceramic Table,55,0,0,3,0.0
168032381,6292493161441,Barrett Ceramic Floo,45,0,0,2,0.0
168032380,6292493161434,Barrett Ceramic Tabl,0,0,0,3,0.0
168112150,6292493449525,Basilio Metal LED Ar,20,2,2,2,0.0
168134587,6292493575750,Baste Porcelain Tabl,0,0,0,3,0.0
167328686,6292490566751,Bastien Plastic Floo,0,0,0,2,0.0
166385513,6292487059334,Baumeia Ceramic Pend,0,0,0,2,0.0
167328678,6292490566386,Baylor Crystal Floor,46,0,0,2,0.0
167328692,6292490566379,Baylor Crystal Table,118,0,0,3,0.0
167109555,6292489679950,Be Kind USB Operated,0,0,0,3,0.0
167392595,6292490888808,Beata Metal Floor La,155,2,2,2,0.1
168236374,6292494033167,Becca 6 Lights LED A,41,1,1,2,0.0
168236373,6292494033136,Becca Acrylic LED Pe,0,0,0,2,0.0
167164647,6292489866848,Beckham Ceramic Tabl,20,2,3,3,0.1
167823235,6292492599085,Beil Ceramic Table L,128,0,0,3,0.0
167382688,6292490826572,Belle LED Battery Op,0,0,0,3,0.0
168344368,6292494529547,Bellhop Solar/Rechar,69,3,4,2,0.0
168344376,6292494529530,Bellhop Solar/Rechar,71,2,2,3,0.0
161885221,6292467021757,Bellona Glass Floor ,0,0,0,2,0.0
168514880,6292495113820,Benn LED Linear Pend,8,0,0,2,0.0
163047307,6292473057542,Benson Porcelain Tab,452,2,3,3,0.0
167912749,6292492931243,Benton Ceramic Table,0,0,0,3,0.0
167912750,6292492931250,Benton Ceramic Table,0,0,0,3,0.0
168535217,6292495181089,Berit Natural Floor ,31,0,0,2,0.0
168535210,6292495181065,Berit Natural Pendan,15,2,2,2,0.1
168535216,6292495181072,Berit Natural Table ,0,2,2,3,0.0
166812656,6292488447017,Berna Metal Table La,310,2,3,3,0.0
166812657,6292488447024,Berna Metal Table La,265,2,2,3,0.1
168575339,6292495308868,Bernese Ceramic Tabl,0,0,0,3,0.0
167109565,6292489679806,Better Together USB ,0,0,0,3,0.0
167385358,6292490845245,Bettina Metal Table ,0,5,6,3,0.0
167328680,6292490566294,Blake Wooden Tripod ,118,2,2,2,0.0
167328695,6292490566287,Blake Wooden Tripod ,31,0,0,3,0.0
165606094,6292483765222,Blanca Ceramic Table,0,2,3,3,0.0
167109553,6292489679875,Blessed USB Operated,0,0,0,3,0.0
164623776,6292479651874,Blossom Battery Oper,0,0,0,5,0.0
164623775,6292479651867,Blossom Battery Oper,30,0,0,5,0.0
166081988,6292485767347,Bodhi Wooden Floor L,405,2,2,2,0.0
168429639,6292494759104,Bonnie Ceramic Table,0,2,2,3,0.0
168575351,6292495309025,Bonnie Glass Table L,0,2,2,3,0.1
168482234,6292494957685,Boudry Ceramic Table,0,2,2,3,0.0
167461408,6292491202665,Boule LED Battery Op,0,0,0,6,0.0
163467608,6292474573379,BP Alkaline AA Batte,3905,40,48,48,0.1
163467607,6292474573386,BP Alkaline AAA Batt,3174,40,48,48,0.2
163478384,6292474640231,BP Cassia Ceramic Ta,1166,12,14,12,0.4
161477078,6292464721933,BP Corinth Ceramic T,920,4,6,10,0.3
161477079,6292464721926,BP Corinth Ceramic T,1798,2,3,10,0.0
161053773,6292462321067,BP Hadar LED Table L,0,0,0,3,0.0
161053775,6292462321081,BP Hadar LED Table L,0,0,0,3,0.0
160924741,6292461793025,BP Halvetios Resin T,0,2,3,3,0.0
165371487,6292482825873,BP Hydra Metal Floor,0,2,2,2,0.0
165371488,6292482825866,BP Hydra Metal Floor,0,2,2,2,0.0
164730276,6292479915884,BP Hydra Metal Table,0,2,3,3,0.0
165371489,6292482825859,BP Hydra Metal Table,0,2,3,3,0.0
165034998,6292481351021,BP Larissa Mother An,39,2,3,8,0.1
139017819,6292419233825,BP Larissa Mother An,228,4,5,5,0.0
161700950,6292465995456,BP Mix&Match DIY Pla,0,5,6,10,0.1
161700949,6292465995463,BP Mix&Match DIY Pla,-9,18,20,10,0.2
165407420,6292483026767,BP Pentine Metal Flo,590,2,4,5,0.0
165407421,6292483026774,BP Pentine Metal Flo,343,0,0,6,0.0
161048125,6292462299694,BP S/2 Draco Resin T,476,2,3,3,0.0
164788794,6292480250509,BP Selene Ceramic Ta,0,5,6,3,0.1
164788792,6292480250493,BP Selene Ceramic Ta,0,0,0,3,0.0
164788791,6292480250479,BP Selene Ceramic Ta,0,6,8,8,0.0
153512533,6292428189113,BP Vega Floor Lamp 1,164,5,6,2,0.1
160976511,6292461974707,BP Vega Metal Floor ,824,5,6,8,0.0
153512532,6292428189106,BP Vega Metal Table ,292,5,6,10,0.0
160976509,6292461974721,BP Vega Metal Table ,433,5,6,10,0.0
161434911,6292464491492,BP Wyncinia Ceramic ,398,3,4,5,0.0
165947971,6292485292023,BP-Blossom Metal Tre,68,0,0,2,0.0
165947969,6292485292085,BP-Essential Fairy S,143,2,3,6,0.0
165947970,6292485292078,BP-Essential Fairy S,37,2,2,3,0.0
161701830,8889035055559,BR OSHTRACO AUTO SEN,-3,2,2,5,0.0
163377290,8882022125556,BR OSHTRACO PACK LED,154,2,3,3,0.0
163948254,8719514380875,BR PHILIPS 3PCS LED ,1697,6,8,10,0.1
163948255,8719514380899,BR PHILIPS 3PCS LED ,150,6,8,10,0.0
163948256,8719514380912,BR PHILIPS 3PCS LED ,1267,18,20,10,0.2
163948257,8719514380936,BR PHILIPS 3PCS LED ,190,2,2,10,0.0
163948250,8719514380790,BR PHILIPS 3PCS LED ,0,18,20,20,0.1
163948251,8719514380813,BR PHILIPS 3PCS LED ,186,8,10,20,0.0
163948252,8719514380837,BR PHILIPS 3PCS LED ,2039,18,20,12,0.2
163948253,8719514380851,BR PHILIPS 3PCS LED ,177,5,6,10,0.0
162806656,8718699626273,BR PHILIPS CLA LED B,0,0,0,20,0.0
161107898,8718696718148,BR Philips LED 5.5-4,0,18,20,20,0.0
163948249,8719514274358,BR PHILIPS LED B35 C,5066,48,50,50,1.7
164104947,8719514274396,BR Philips LED Bulb ,14156,48,50,20,5.9
164104948,8719514274457,BR Philips LED Bulb ,395,18,20,20,0.1
163948258,8719514284456,BR PHILIPS LED CAPSU,288,18,20,10,0.0
163948248,8719514274334,BR PHILIPS STICK BUL,145,18,20,20,0.0
167678952,6292492094306,Brandon 2 Lights Gla,1,0,0,2,0.0
167678953,6292492094290,Brandon Glass Table ,0,0,0,3,0.0
166457503,6212345678990,BR-CILA LED BULB Fil,6980,58,60,20,4.4
166457504,6212345678991,BR-CILA LED BULB Fil,1305,46,48,48,0.1
168642332,6292495506844,Brecht Polyresin Tab,183,2,2,3,0.0
167758228,6292492380423,Breit Ceramic Table ,0,0,0,3,0.0
168575352,6292495309032,Breka Metal Floor La,14,2,2,2,0.1
168589531,6292495326251,Breka Metal Table La,330,2,2,3,0.1
167758225,6292492380348,Brillo Ceramic Table,0,1,2,3,0.0
167328671,6292490566447,Brixton LED Glass Ch,0,0,0,2,0.0
167328672,6292490566454,Brixton LED Glass Ch,7,0,0,2,0.0
167328673,6292490566485,Brogan Metal Arc Flo,103,0,0,2,0.0
167186824,6292489951353,Bronya 12 Lights Met,0,0,0,2,0.0
167186832,6292489951339,Bronya 2 Lights Meta,1,0,0,2,0.0
167186798,6292489951346,Bronya 4 Lights Meta,5,0,0,4,0.0
163377291,8885074195201,BR-OSHTRACO 8LED TOU,49,0,0,3,0.0
161701833,8888201967894,BR-OSHTRACO LED TAP ,78,2,2,5,0.0
161701834,8888201161346,BR-OSHTRACO LED TAP ,58,4,5,5,0.0
165855197,6292484941304,Brynn 2 Lights Paper,77,2,2,2,0.0
168337816,6292494504148,Bubbles Wooden Floor,53,2,2,2,0.1
168337820,6292494504131,Bubbles Wooden Table,57,2,2,3,0.3
165684092,6292484108530,Burdi Ceramic Table ,9,2,3,3,0.1
164150528,6292477635654,Burooj Metal Calligr,1,0,0,3,0.0
167121658,6292489727279,Caelus Polyresin Tab,0,0,0,3,0.0
163371969,6292474010850,Caila Polyresin Tabl,137,3,4,5,0.0
167164638,6292489866725,Caldera Resin Table ,0,0,0,3,0.0
166081993,6292485767316,Caleb Crystal Wall L,0,2,2,2,0.0
166389015,6292487086088,Calion Glass Floor L,0,0,0,2,0.0
166389016,6292487086095,Calion Glass Floor L,26,0,0,2,0.0
167180719,6292489922759,Calla Natural Table ,29,0,0,3,0.0
167186813,6292489951483,Callan 2 Lights Meta,0,0,0,2,0.0
167186814,6292489951490,Callan 2 Lights Meta,0,0,0,2,0.0
167164635,6292489866831,Callie Resin Table L,0,0,0,3,0.0
163681317,6292475453717,Calliope Glass 8 Lig,47,2,2,2,0.0
164820854,6292480394265,Callisto Metal Tripo,176,2,2,2,0.0
168514910,6292495113486,Camelot Natural Tabl,18,2,2,3,0.0
167194631,6292489971900,Camilas Glass LED Ch,0,0,0,2,0.0
167385393,6292490845566,Candela Glass Table ,0,0,0,3,0.0
165576678,6292483636270,Cantha Ceramic Table,0,0,0,3,0.0
159863401,6292451594557,Capella Wooden Floor,140,0,0,2,0.0
168429636,6292494758930,Caraway Ceramic Tabl,88,2,2,3,0.1
167914912,6292492936200,Caspian Polyresin Ta,0,0,0,3,0.0
165922472,6292485164276,Castalia Polyresin T,0,2,3,3,0.0
163028498,6292472922384,Catalina Ceramic Tab,314,2,3,3,0.0
165044083,6292481416201,Catalina Metal 3 Lig,1,2,2,2,0.0
165044084,6292481416218,Catalina Metal 5 Lig,0,2,2,2,0.0
167758234,6292492380393,Catania Resin Table ,0,0,0,3,0.0
168514890,6292495113691,Celadine Metal LED A,0,2,2,2,0.0
161883705,6292467012175,Celuta Metal Floor L,0,0,0,2,0.0
166689612,6292488064313,Cerro Metal Table La,0,2,3,3,0.0
167392592,6292490888921,Cesia Wooden 4 Tier ,155,2,2,2,0.2
162055742,6292467973094,Chabazite Glass Pend,0,0,0,2,0.0
168529713,6292495164990,Chaco LED Metal Wall,66,2,2,2,0.0
168236381,6292494033334,Charlie Wooden Table,83,2,2,3,0.0
168575343,6292495308929,Charly Ceramic Table,85,2,2,3,0.1
167385392,6292490845559,Charo Ceramic Table ,594,2,2,3,0.0
168467447,6292494920429,Chase Polyresin Tabl,0,2,2,3,0.0
167109548,6292489679912,Cheers USB Operated ,0,0,0,3,0.0
167194634,6292489972020,Chen Metal LED Penda,0,0,0,2,0.0
165947972,6292485292030,Cherry Blossom Metal,648,2,2,8,0.0
167811521,6292492554671,Chia Rattan Ceiling ,0,0,0,2,0.0
167811527,6292492554749,Chia Rattan Floor La,0,2,2,2,0.0
167385359,6292490845269,Chiara 3 Lights Glas,0,0,0,2,0.0
162850576,6292471852323,Chinoiserie Ming Por,0,0,0,3,0.0
165987480,6292485395212,Chinoiserie Ming Por,107,2,3,3,0.0
162850578,6292471852354,Chinoiserie Palm Por,5,0,0,3,0.0
164730277,6292479915891,Chiron Plastic Ceili,0,0,0,2,0.0
167811525,6292492554725,Chris Rattan Floor L,0,0,0,2,0.0
167811528,6292492554732,Chris Rattan Table L,0,0,0,3,0.0
166385518,6292487058832,Chuprene Polyresin T,63,2,3,3,0.1
168337810,6292494504056,Cindy Glass Table La,1,2,2,3,0.1
166081984,6292485767408,Cipreste 4 Lights Ce,0,2,2,2,0.0
168107805,6292493428193,Clara Portable Sucti,0,2,3,6,0.0
165274005,6292482456787,Clementina Metal Tab,344,2,3,3,0.0
165274004,6292482456794,Clementina Metal Tab,431,2,3,3,0.0
167186831,6292489951551,Clemmie Glass LED Wa,0,0,0,2,0.0
168134588,6292493575705,Cleo Porcelain Table,0,0,0,3,0.0
167823233,6292492599092,Cline Ceramic Table ,0,0,0,3,0.0
167823234,6292492599108,Cline Creamic Table ,0,0,0,3,0.0
163681310,6292475453793,Clio Glass 5 Lights ,18,2,2,2,0.0
165273450,6292482453427,Cloelia Ceramic Floo,225,0,0,2,0.0
167109561,6292489679844,Cloud Battery Operat,0,0,0,5,0.0
166594129,6292487846712,Clyde LED Metal Pend,0,0,0,2,0.0
168445396,6292494814759,Cody Travertine Tabl,102,2,2,3,0.1
167328683,6292490566263,Cohen Metal Floor La,229,0,0,2,0.0
167328700,6292490566270,Cohen Metal Table La,154,0,0,3,0.0
168236366,6292494033358,Colbert Wooden LED F,0,0,0,2,0.0
168236379,6292494033341,Colbert Wooden LED T,0,2,2,3,0.0
165641101,6292483917294,Cole Metal Table Lam,534,0,0,3,0.0
162641820,6292470938073,Colin Cement Table L,0,2,3,0,0.0
168575335,6292495308950,Congie Ceramic Table,113,2,2,3,0.1
161993596,6292467657574,Conrow Metal Floor L,0,2,2,2,0.1
161993597,6292467657550,Conrow Metal Table L,-1,0,0,3,0.0
167164645,6292489866763,Cooper Ceramic Table,69,2,3,3,0.0
167792941,6292492473446,Corbette LED Filamen,83,0,0,5,0.0
167857687,6292492796507,Corbette LED Filamen,156,0,0,5,0.0
167857686,6292492796514,Corbette LED Filamen,75,0,0,5,0.0
167792940,6292492473453,Corbette LED Filamen,56,0,0,5,0.1
167792939,6292492473439,Corbette LED Filamen,-2,2,2,5,0.0
167792938,6292492473422,Corbette LED Filamen,14,2,2,5,0.0
167857685,6292492796491,Corbette LED Filamen,81,0,0,5,0.0
167085717,6292489636038,Cordon Metal & Ratta,0,0,0,2,0.0
166406969,6292487146454,Corey Ceramic Table ,0,0,0,3,0.0
168337812,6292494504179,Cosme Linen Ceiling ,0,0,0,2,0.0
168337815,6292494504193,Cosme Linen Floor La,0,2,2,2,0.0
168337819,6292494504186,Cosme Linen Table La,0,0,0,3,0.0
164953576,6292480995080,Cosmic Star Shaped B,0,0,0,5,0.0
168236370,6292494033303,Cosmo Metal Floor La,0,2,2,2,0.2
166090730,6292485809917,Criselda Metal Wall ,0,0,0,2,0.0
164838526,6292480465149,Crius Mosaic Glass D,0,0,0,3,0.0
164820837,6292480394326,Cronus Plastic Penda,0,0,0,2,0.0
168429631,6292494759067,Crosby Ceramic Table,0,2,2,3,0.0
168429630,6292494759050,Crosby Ceramic Table,0,0,0,3,0.0
165044087,6292481415846,Crozet Glass 3 Light,0,0,0,2,0.0
164623780,6292479651812,CT - Glisten Battery,0,2,2,6,0.0
164623772,6292479651836,CT -  Sparkle Batter,-10,0,0,6,0.0
164623773,6292479651843,CT -  Sparkle Batter,0,0,0,6,0.0
164623779,6292479651829,CT  - Glisten Batter,0,4,5,6,0.0
164398393,6292478819497,CT-Cruise Magnetic P,193,0,0,10,0.0
164398394,6292478819503,CT-Cruise Magnetic P,108,8,10,10,0.0
164398376,6292478819480,CT-Digion Dual Port ,0,0,0,10,0.0
164398379,6292478819428,CT-Flash Type C to L,0,0,0,3,0.0
164398387,6292478819367,CT-Flash USB A to Li,0,0,0,3,0.0
162645651,6292470961750,Cybele Mother and Da,0,0,0,2,0.0
165918499,6292485153928,Cybele Mother and Da,242,2,2,2,0.1
165684093,6292484108547,Cynia Ceramic Table ,71,2,3,3,0.1
167328655,6292490566614,Cyra 3 Lights Glass ,0,0,0,2,0.0
167328654,6292490566607,Cyra Glass Pendant L,3,0,0,2,0.1
167121643,6292489727286,Dabney Polyresin Tab,290,0,0,3,0.0
168429626,6292494759142,Daffy Ceramic Table ,0,2,2,3,0.0
168429627,6292494759159,Daffy Ceramic Table ,0,2,2,3,0.0
167109559,6292489679929,Daisy USB Operated L,0,0,0,3,0.0
163371971,6292474010874,Dana Acrylic Pendant,0,0,0,2,0.0
168514888,6292495113615,Dania Metal Floor La,1,0,0,2,0.0
168112162,6292493449396,Dania Metal Table La,0,0,0,3,0.0
168514874,6292495113875,Darcy Glass Pendant ,23,2,2,2,0.0
167406067,6292490941503,Dario Ceramic Table ,33,2,2,3,0.0
165371470,6292482825699,Darus Ceramic Floor ,103,0,0,2,0.0
164537326,6292479390827,Darwin Water Hyacint,0,0,0,2,0.0
168482237,6292494957661,Davos Crystal Table ,31,2,2,3,0.0
161504471,6292464826881,Dayton Ceramic Table,16,2,3,3,0.0
161593663,6292465355205,Dayton Porcelain Tab,0,2,3,3,0.0
164623774,6292479651850,Dazzle Battery Opera,0,0,0,5,0.0
167328707,6292490566300,Dean Metal Table Lam,13,0,0,3,0.0
165641099,6292483917324,Demy Metal Table Lam,486,0,0,3,0.0
168575353,6292495309018,Denali Metal Table L,104,2,2,3,0.0
168607918,6292495362938,Dexter Metal Table L,13,2,2,3,0.0
167382687,6292490826565,Dilvin LED Battery O,0,0,0,3,0.0
163607149,6292475027857,Dina Plastic LED Des,0,0,0,3,0.0
165375705,6292482855658,Diomedes Metal Floor,0,0,0,2,0.0
165922470,6292485164238,Diomedes Metal Floor,142,2,2,2,0.1
165922471,6292485164245,Diomedes Metal Floor,62,2,2,2,0.2
165922473,6292485164252,Diomedes Metal Table,174,3,3,3,0.1
165922474,6292485164269,Diomedes Metal Table,121,2,3,3,0.2
163633486,6292475160486,Dione Ceramic Table ,0,0,0,3,0.0
165684096,6292484108578,Diotima Resin Table ,0,0,0,3,0.0
168441133,6292494802589,Diya LED Battery Ope,141,0,0,6,0.0
165214012,6292482188237,Do not use Gallant W,0,0,0,2,0.0
165606096,6292483765192,Dobona Ceramic Table,0,2,3,3,0.0
167164633,6292489866749,Donna Ceramic Table ,57,0,0,3,0.0
165321714,6292482627989,Dovica Ceramic Table,317,2,3,6,0.1
167186825,6292489951391,Dray Acrylic LED Pen,19,0,0,2,0.0
167328690,6292490566362,Dwayne Glass Table L,102,0,0,3,0.0
168408361,6292494690179,Dykuma Porcelain Tab,85,2,2,3,0.1
